迭代次数,全局最优适应度,平均适应度,最优粒子适应度
0,0.7554410145714612,1.0238363091632108,0.7554410145714612
1,0.7554410145714612,1.0231069319532473,0.7554410145714612
2,0.7554410145714612,1.0174104620129096,0.7554410145714612
3,0.7446035047110359,1.0115234754268598,0.7446035047110359
4,0.7446035047110359,1.0176949104075108,0.7446035047110359
5,0.7446035047110359,1.0261727495773902,0.7446035047110359
6,0.7446035047110359,1.040136318221507,0.7446035047110359
7,0.7446035047110359,1.0266768169607479,0.7446035047110359
8,0.7446035047110359,1.045784608868444,0.7446035047110359
9,0.7446035047110359,1.065978358062387,0.7446035047110359
10,0.7446035047110359,1.0383564201316147,0.7446035047110359
11,0.7446035047110359,1.0549404202353339,0.7446035047110359
12,0.7446035047110359,1.0358038563535816,0.7446035047110359
13,0.7446035047110359,1.0387060252264266,0.7446035047110359
14,0.7446035047110359,1.0327723824318846,0.7446035047110359
15,0.7446035047110359,1.0448530931288165,0.7446035047110359
16,0.7446035047110359,1.0442462629482039,0.7446035047110359
17,0.736847207240783,1.0472939233527818,0.736847207240783
18,0.736847207240783,1.057934091807317,0.736847207240783
19,0.736847207240783,1.0599264246808227,0.736847207240783
20,0.736847207240783,1.051115651094824,0.736847207240783
21,0.736847207240783,1.0351837060475058,0.736847207240783
22,0.736847207240783,1.0554609204202787,0.736847207240783
23,0.736847207240783,1.0565083286836408,0.736847207240783
24,0.736847207240783,1.039874779762827,0.736847207240783
25,0.736847207240783,1.0411477188455114,0.736847207240783
26,0.736847207240783,1.0498148932452702,0.736847207240783
27,0.736847207240783,1.0425673723662454,0.736847207240783
28,0.736847207240783,1.0585140513070461,0.736847207240783
29,0.736847207240783,1.047034676201231,0.736847207240783
30,0.736847207240783,1.030570046755197,0.736847207240783
31,0.736847207240783,1.0541316754352785,0.736847207240783
32,0.736847207240783,1.0501021861497115,0.736847207240783
33,0.736847207240783,1.057918077529691,0.736847207240783
34,0.736847207240783,1.0550015387007448,0.736847207240783
35,0.736847207240783,1.0383966857480234,0.736847207240783
36,0.736847207240783,1.0470769909389397,0.736847207240783
37,0.736847207240783,1.0557964233458912,0.736847207240783
38,0.736847207240783,1.0402508040518332,0.736847207240783
39,0.736847207240783,1.0474630871833615,0.736847207240783
40,0.736847207240783,1.0464372152799977,0.736847207240783
41,0.736847207240783,1.0485536280985392,0.736847207240783
42,0.736847207240783,1.053354567041275,0.736847207240783
43,0.736847207240783,1.0501956911063288,0.736847207240783
44,0.736847207240783,1.0510554774165244,0.736847207240783
45,0.736847207240783,1.0565335956793844,0.736847207240783
46,0.736847207240783,1.0498326332395806,0.736847207240783
47,0.736847207240783,1.0412164597144524,0.736847207240783
48,0.736847207240783,1.0459463687871624,0.736847207240783
49,0.736847207240783,1.0560040100618369,0.736847207240783
50,0.736847207240783,1.0484143351334807,0.736847207240783
51,0.736847207240783,1.044910982755097,0.736847207240783
52,0.736847207240783,1.048271995633013,0.736847207240783
53,0.736847207240783,1.0452916567352921,0.736847207240783
54,0.736847207240783,1.0444997999834813,0.736847207240783
55,0.736847207240783,1.0444553675463826,0.736847207240783
56,0.7271780113556889,1.0380304559906661,0.7271780113556889
57,0.7271780113556889,1.0278388771497045,0.7271780113556889
58,0.7271780113556889,1.0403860416218393,0.7271780113556889
59,0.7271780113556889,1.0363338551387344,0.7271780113556889
60,0.7271780113556889,1.0450951236766135,0.7271780113556889
61,0.7271780113556889,1.0395337278488952,0.7271780113556889
62,0.7271780113556889,1.0392923360723214,0.7271780113556889
63,0.7177747130416019,1.0375453060908901,0.7177747130416019
64,0.7177747130416019,1.0277221359938125,0.7177747130416019
65,0.7177747130416019,1.0327674402353346,0.7177747130416019
66,0.7177747130416019,1.0280922834274173,0.7177747130416019
67,0.7177747130416019,1.0366960601529052,0.7177747130416019
68,0.7177747130416019,1.0315659268705126,0.7177747130416019
69,0.7177747130416019,1.048757900104532,0.7177747130416019
70,0.7177747130416019,1.0414135059334932,0.7177747130416019
71,0.7177747130416019,1.0458370078519157,0.7177747130416019
72,0.7177747130416019,1.0396211911257531,0.7177747130416019
73,0.7177747130416019,1.0424981980123302,0.7177747130416019
74,0.7177747130416019,1.0397794513486158,0.7177747130416019
75,0.7177747130416019,1.0422663938655652,0.7177747130416019
76,0.7177747130416019,1.0371369842548308,0.7177747130416019
77,0.7177747130416019,1.0394475145427842,0.7177747130416019
78,0.7177747130416019,1.0454741849281337,0.7177747130416019
79,0.7177747130416019,1.0466338278879723,0.7177747130416019
80,0.7177747130416019,1.0422116357828872,0.7177747130416019
81,0.7177747130416019,1.0296329675784073,0.7177747130416019
82,0.7177747130416019,1.02586690807474,0.7177747130416019
83,0.7177747130416019,1.041399490384699,0.7177747130416019
84,0.7177747130416019,1.035211328958009,0.7177747130416019
85,0.7177747130416019,1.0415354417563985,0.7177747130416019
86,0.7177747130416019,1.0381760596706693,0.7177747130416019
87,0.7177747130416019,1.044152287984244,0.7177747130416019
88,0.7177747130416019,1.0611721929050963,0.7177747130416019
