迭代次数,全局最优适应度,平均适应度,最优粒子适应度
0,0.5402693078070457,0.6485853231487573,0.5402693078070457
1,0.5402693078070457,0.6833267289339777,0.5402693078070457
2,0.5402693078070457,0.6800251817637918,0.5402693078070457
3,0.5402693078070457,0.6749561726664335,0.5402693078070457
4,0.5402693078070457,0.676651650624444,0.5402693078070457
5,0.5402693078070457,0.6713888231622493,0.5402693078070457
6,0.5402693078070457,0.6706496936120542,0.5402693078070457
7,0.5402693078070457,0.6758300751671655,0.5402693078070457
8,0.5402693078070457,0.664448402108037,0.5402693078070457
9,0.5402693078070457,0.6724760023606597,0.5402693078070457
10,0.5402693078070457,0.6707904454545536,0.5402693078070457
11,0.5402693078070457,0.6705501185763822,0.5402693078070457
12,0.5402693078070457,0.6714724671171004,0.5402693078070457
13,0.5402693078070457,0.6737710206588665,0.5402693078070457
14,0.5402693078070457,0.6723683671428563,0.5402693078070457
15,0.5402693078070457,0.6753635805586918,0.5402693078070457
16,0.5402693078070457,0.6754423381069644,0.5402693078070457
17,0.5402693078070457,0.6758748835793829,0.5402693078070457
18,0.5402693078070457,0.6702373926664684,0.5402693078070457
19,0.5402693078070457,0.6704918068057859,0.5402693078070457
20,0.5402693078070457,0.6716732756908307,0.5402693078070457
21,0.5402693078070457,0.672950355320524,0.5402693078070457
22,0.5402693078070457,0.674699509696785,0.5402693078070457
23,0.5402693078070457,0.670826823873933,0.5402693078070457
24,0.5402693078070457,0.6741467069861585,0.5402693078070457
25,0.5402693078070457,0.6691874191278013,0.5402693078070457
26,0.5402693078070457,0.6664258493636962,0.5402693078070457
27,0.5402693078070457,0.6756875942307462,0.5402693078070457
28,0.5402693078070457,0.6716346929793435,0.5402693078070457
29,0.5402693078070457,0.670927486970375,0.5402693078070457
30,0.5402693078070457,0.6697714578148316,0.5402693078070457
31,0.5402693078070457,0.6713129656615712,0.5402693078070457
32,0.5402693078070457,0.6739674229538479,0.5402693078070457
33,0.5402693078070457,0.67178964788801,0.5402693078070457
34,0.5402693078070457,0.6720905129209054,0.5402693078070457
35,0.5402693078070457,0.6710678578488364,0.5402693078070457
36,0.5402693078070457,0.6670508083659423,0.5402693078070457
37,0.5402693078070457,0.6738966229915235,0.5402693078070457
38,0.5402693078070457,0.6656598297028166,0.5402693078070457
39,0.5402693078070457,0.6717867747371872,0.5402693078070457
40,0.5402693078070457,0.6750610013419671,0.5402693078070457
41,0.5402693078070457,0.6781798858466845,0.5402693078070457
42,0.5402693078070457,0.6767557118298444,0.5402693078070457
43,0.5402693078070457,0.6702320964668985,0.5402693078070457
44,0.5402693078070457,0.6781039346743046,0.5402693078070457
45,0.5402693078070457,0.6760267317101164,0.5402693078070457
46,0.5402693078070457,0.6739407517195967,0.5402693078070457
47,0.5402693078070457,0.6722735928949939,0.5402693078070457
48,0.5402693078070457,0.6741123960213353,0.5402693078070457
49,0.5402693078070457,0.6735069981815145,0.5402693078070457
50,0.5402693078070457,0.6711255695163885,0.5402693078070457
51,0.5402693078070457,0.6707145170893908,0.5402693078070457
52,0.5402693078070457,0.672177930486151,0.5402693078070457
53,0.5402693078070457,0.6700909744166804,0.5402693078070457
54,0.5402693078070457,0.6659357104236139,0.5402693078070457
55,0.5402693078070457,0.669874301833045,0.5402693078070457
56,0.5402693078070457,0.6685180242569229,0.5402693078070457
57,0.5402693078070457,0.6755836380103591,0.5402693078070457
58,0.5402693078070457,0.6731586275680993,0.5402693078070457
59,0.5402693078070457,0.6715940665151894,0.5402693078070457
60,0.5402693078070457,0.6661580824218989,0.5402693078070457
61,0.5402693078070457,0.6659903263757991,0.5402693078070457
62,0.5402693078070457,0.6647198957352839,0.5402693078070457
63,0.5402693078070457,0.66258977395631,0.5402693078070457
64,0.5402693078070457,0.6657377173847061,0.5402693078070457
65,0.5402693078070457,0.6719020460437419,0.5402693078070457
66,0.5402693078070457,0.6710939297684533,0.5402693078070457
67,0.5402693078070457,0.6737837232188434,0.5402693078070457
68,0.5402693078070457,0.6711427404705952,0.5402693078070457
69,0.5402693078070457,0.6687102838743604,0.5402693078070457
70,0.5402693078070457,0.6678186147295868,0.5402693078070457
71,0.5402693078070457,0.6686293685123468,0.5402693078070457
72,0.5402693078070457,0.6637197859923326,0.5402693078070457
73,0.5402693078070457,0.6762931883015096,0.5402693078070457
74,0.5402693078070457,0.670829881829379,0.5402693078070457
75,0.5402693078070457,0.6765531691165938,0.5402693078070457
76,0.5402693078070457,0.6748772307662603,0.5402693078070457
77,0.5402693078070457,0.6744450989857681,0.5402693078070457
